When was VIT found,VIT_how_long
how long has been VIT around,VIT_how_long
how old is VIT?,VIT_how_long
Whens your birthday ?,VIT_how_long
how old is VIT?,VIT_how_long
When was VIT established?,VIT_how_long
When was VIT created,VIT_how_long
When was this VIT founded ?,VIT_how_long
How long it�s been around ,VIT_how_long
How long has VIT existed ?,VIT_how_long
For how long has VIT been around?,VIT_how_long
What's the age of this chapter?,VIT_how_long
How long has VIT been around?,VIT_how_long
How old is VIT,VIT_how_long
what project do you do,VIT_projects
What all do you guys dl,VIT_projects
What does VIT do?,VIT_projects
What kind of projects does VIT do,VIT_projects
What kind of projects do VIT focus on?,VIT_projects
What do you do,VIT_projects
What kinda projects do yall do,VIT_projects
What do you make at VIT,VIT_projects
what kind of projects do u guys doo,VIT_projects
what all do you people make other than chatbots?,VIT_projects
Do you do cool stuff ?,VIT_projects
what are some project?,VIT_projects
What are the projects that are done under VIT?,VIT_projects
What kinda stuff does VIT do,VIT_projects
What is it that VIT does exactly?,VIT_projects
What kind of projects you do ,VIT_projects
What kind of work does VIT do ?,VIT_projects
What kind of projects does VIT do?,VIT_projects
Tell me about the projects VIT does ,VIT_projects
What kind of projects does VIT do?,VIT_projects
What kind of stuff has VIT done,VIT_projects
what domains do you cover,VIT_domains
What kinds of work do you guys do,VIT_domains
What domains other than electronics does VIT have?,VIT_domains
What domains does VIT cover,VIT_domains
what are the various sub divisions of VIT,VIT_domains
What do you do,VIT_domains
Give me an idea of the domains you cover,VIT_domains
What tech do you do ,VIT_domains
what all domains do u guys do,VIT_domains
which all technologies do you people work on?,VIT_domains
what domains does VIT cover?,VIT_domains
What all domains will I get to learn in VIT?,VIT_domains
What are the domains you have,VIT_domains
Which are the domains you are active in ?,VIT_domains
What kind of domains you have,VIT_domains
What domains does VIT cover,VIT_domains
What all domains does your chapter cover?,VIT_domains
Give me a list of domains ,VIT_domains
What domains r there,VIT_domains
github?,VIT_github
Can I have a look at your GitHub,VIT_github
Show me VIT's GitHub ,VIT_github
What githup repos does VIT have,VIT_github
GitHub links,VIT_github
Can you tell me about repositories on GitHub ,VIT_github
Do you have a github repo where i can see the codebase,VIT_github
can i get link of the git repo of your projects,VIT_github
i'm guessing you guys have an impressive github repo.,VIT_github
can you link your github repo ?,VIT_github
are you guys on GitHub?,VIT_github
Show me your Github repos,VIT_github
Tell me about Github repos !,VIT_github
Where can i find the GitHub repos of VIT,VIT_github
Can you tell me about your GitHub repos?,VIT_github
I wanna check out the VIT GitHub repository,VIT_github
Do you have any GitHub links I can pursue,VIT_github
events?,VIT_past_events
What sorts of events do you guys organize,VIT_past_events
What all events does VIT organise?,VIT_past_events
What events has VIT conducted,VIT_past_events
Are there many events that VIT have conducted?,VIT_past_events
What have you done,VIT_past_events
What sorta events have yall done in the past ,VIT_past_events
Which are the events you conduct,VIT_past_events
past event conducted,VIT_past_events
which are the major events conducted by you guys?,VIT_past_events
Do you conduct events ?,VIT_past_events
What are the past events?,VIT_past_events
What all events have you hosted?,VIT_past_events
What are your flagship events,VIT_past_events
Which successful events have been conducted by you till now ?,VIT_past_events
Which events you conducted ,VIT_past_events
What events has VIT conducted in the past,VIT_past_events
What are the events VIT VIT has conducted in the past??,VIT_past_events
Tell me about the past events,VIT_past_events
Name some famous events of urs,VIT_past_events
upcoming events?,VIT_future_events
What all events can I expect in the future,VIT_future_events
What VIT event is coming soon?,VIT_future_events
What events is VIT planning for future,VIT_future_events
is there any event that is upcoming ?,VIT_future_events
What would you do,VIT_future_events
Any idea about future events?,VIT_future_events
any events coming up?,VIT_future_events
what all events are coming soon?,VIT_future_events
upcoming event ?,VIT_future_events
what are the future events?,VIT_future_events
What are the upcoming events that you'll host?,VIT_future_events
Any future programs,VIT_future_events
What are your future projects ?,VIT_future_events
What kind of events do you conduct,VIT_future_events
What are upcoming VIT events,VIT_future_events
What events will the chapter conduct in the future?,VIT_future_events
Are there any upcoming events?,VIT_future_events
Any events coming up,VIT_future_events
socials?,VIT_social_media
What're your socials,VIT_social_media
How can I find VIT on social media?,VIT_social_media
What are VITs social media handles,VIT_social_media
is there any way to contact VIT on social media?,VIT_social_media
Your media pages,VIT_social_media
Where can I hit you up on social media,VIT_social_media
can i get link of ur social media handles,VIT_social_media
where can i stalk you?,VIT_social_media
are you on any social media ?,VIT_social_media
what is your instagram handle?,VIT_social_media
Where can I contact you?,VIT_social_media
Show me some platforms to connect with your org,VIT_social_media
Which social medias do you use ? ,VIT_social_media
Are you on social media ,VIT_social_media
What's VIT's insta,VIT_social_media
Can you tell me about your social media handles?,VIT_social_media
Where can I follow VIT? ,VIT_social_media
Insta? Twitter?,VIT_social_media
how to join?,VIT_be_part_who
Can I be a part of VIT,VIT_be_part_who
Can I take part in VIT?,VIT_be_part_who
How to become a part of VIT,VIT_be_part_who
is there a way i can be a part of VIT?,VIT_be_part_who
Can I be a part,VIT_be_part_who
Who can join VIT,VIT_be_part_who
who can be a part of VIT,VIT_be_part_who
who all can be a part of this chapter?,VIT_be_part_who
what if i wanna be a part ?,VIT_be_part_who
how to join VIT,VIT_be_part_who
Is there any criteria for being a part of VIT?,VIT_be_part_who
Can i be part of your club,VIT_be_part_who
What are the selection criterias for being part of VIT ?,VIT_be_part_who
Can we be part of VIT,VIT_be_part_who
Who can join VIT,VIT_be_part_who
Who all can be a part of VIT?,VIT_be_part_who
Am I eligible to join VIT?,VIT_be_part_who
Can I join,VIT_be_part_who
techloop?,VIT_techloop
What's that techloop thing I heard about,VIT_techloop
What is Techloop?,VIT_techloop
What is techloop all about,VIT_techloop
is there a way i can learn all the various domains in VIT without being a part of the organization?,VIT_techloop
What is Techloop,VIT_techloop
What is techloop,VIT_techloop
what are techloops,VIT_techloop
what are techloops,VIT_techloop
what is loop?,VIT_techloop
"I have heard VIT conducts techloops, what is that exactly?",VIT_techloop
What is this techloop,VIT_techloop
Tell me about techloop !,VIT_techloop
What abt techloop,VIT_techloop
What is techloop,VIT_techloop
What exactly is techloop?,VIT_techloop
Explain techloop ,VIT_techloop
What is techloop about?,VIT_techloop
What's tech loop,VIT_techloop
where human?,VIT_further_contact
Where can I message you guys,VIT_further_contact
What are VIT's contact details?,VIT_further_contact
How do we contact you in future,VIT_further_contact
can you give me you're contact details?,VIT_further_contact
How do we get in touch with you,VIT_further_contact
How can we contact you for more information,VIT_further_contact
can i get a your contact info,VIT_further_contact
how can i get more info,VIT_further_contact
I wannt more details,VIT_further_contact
how to talk to you?,VIT_further_contact
"If any situation arises, how will VIT contact me?",VIT_further_contact
How can i connect with you ,VIT_further_contact
May I have your contact details ?,VIT_further_contact
How to contact you,VIT_further_contact
Further contact,VIT_further_contact
Who do I contact for further details?,VIT_further_contact
How do I get in touch with you?,VIT_further_contact
Any contact info,VIT_further_contact
collaborate?,VIT_collab
Can we collaborate with your chapter?,VIT_collab
Can we host an event together?,VIT_collab
How can we collaborate with VIT,VIT_collab
can i get in touch with VIT for future collaborations?,VIT_collab
Can we collaborate,VIT_collab
Can we collaborate with you,VIT_collab
how do i collaborate with you guys,VIT_collab
we wanna collaborate with you people,VIT_collab
can we collaborate?,VIT_collab
Can we do a collaboration together?,VIT_collab
Can we do a collab with VIT,VIT_collab
Can we club our events together ?,VIT_collab
Do u collaborate with other company ,VIT_collab
How do i reach out for collaboration with VIT,VIT_collab
Can we collaborate with VIT or do an event together?,VIT_collab
Any chance of collaboration?,VIT_collab
I want to collaborate,VIT_collab
can i sponsor y'all?,VIT_sponsor
We have a sponsorship offer for you if you want it.,VIT_sponsor
Can we provide VIT some financial aid?,VIT_sponsor
Do you need sponsorship,VIT_sponsor
what our the ways in which i can Sponsor VIT?,VIT_sponsor
Do you need funding,VIT_sponsor
Are you in need of sponsors ,VIT_sponsor
can i sponsor the event,VIT_sponsor
does VIT by any chance need sponsorship?,VIT_sponsor
how to sponsor?,VIT_sponsor
"I have seen how you conduct your events, I wish you sponsor you for one of the events in the coming future.",VIT_sponsor
Are you in the need of any sponsors,VIT_sponsor
Can we have honour to sponsor your events ?,VIT_sponsor
We can give you sponsorship ,VIT_sponsor
I would like to discuss some sponsorship proposals,VIT_sponsor
Do you require sponsorship?,VIT_sponsor
"I'm interested in sponsoring this event, whom should I contact?",VIT_sponsor
I want to sponsor,VIT_sponsor
Board?,VIT_current_board
Who all are the leaders in your chapter so far,VIT_current_board
Who are the heads of VIT,VIT_current_board
Who are the current board members,VIT_current_board
May i know who the heads of the organizations are?,VIT_current_board
Who are you heads,VIT_current_board
What does your board look like,VIT_current_board
who are current board,VIT_current_board
who all are the current board members of VIT?,VIT_current_board
who leads VIT?,VIT_current_board
Can I get to know about the board of VIT?,VIT_current_board
Show me your board members,VIT_current_board
Can we have details if your board members ?,VIT_current_board
Who r board members,VIT_current_board
Who are the current board members of VIT,VIT_current_board
Who are the current board members?,VIT_current_board
List of board members ,VIT_current_board
Who's on the board,VIT_current_board
ok bye,gen_bye
Goodbye,gen_bye
see ya!,gen_bye
Arigato,gen_bye
See you,gen_bye
Nice to meet you ! ,gen_bye
Thank u bye ,gen_bye
bye bye,gen_bye
adios,gen_bye
bye till next time,gen_bye
bbye,gen_bye
goodbye,gen_bye
Appreciate your help ,gen_thanks
Thanks,gen_thanks
Au revoir!,gen_thanks
Thank You,gen_thanks
Appreciate your help. Goodbye. ,gen_thanks
thanks,gen_thanks
Yup that's all,gen_thanks
thanks a lot,gen_thanks
Thank You very much,gen_thanks
Thankyou for the information!,gen_thanks
"Great, thanks!",gen_thanks
Get post,gen_thanks
Thank you for solving my doubts.,gen_thanks
thanks for helping me,gen_thanks
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
